Reservation_ID,Customer_ID,Vehicle_ID,Vehicle_Class,Booking_Status,Booking_TS,Pickup_TS,Return_TS,Odo_Start,Odo_End,Fuel_Level,Rate,Promo_Code,City,GPS_Lat,GPS_Lon,Speed,Payment,Driver_License,Damage_Flag,Notes,Vehicle_ID_Invalid,Duration_Hours,Distance_Driven,Refuel_Event,Prev_Return,Overlap_Flag,Promo_Expiry,Promo_Status,Driver_Behavior,Total_Amount
RES-00098,CUST-1004,CAR-005,,No_Show,2025-01-14 18:58:00,2025-01-19 18:58:00,2025-01-21 21:58:00,13480.0,13484.0,0.1,1500.0,NEW10,Bengaluru,12.8933,77.601,70.0,WALLET,DL-3173XXXXXX,Major,Customer requested early pickup,False,51.0,4.0,No Refuel,,False,2026-03-31,Valid,Normal Driving,1770.0
RES-01990,CUST-1817,CAR-005,,No_Show,2025-02-07 21:51:00,2025-02-15 21:51:00,2025-02-18 01:05:00,25562.0,25664.0,0.1,2000.0,SAVE50,Mumbai,12.8909,77.6017,53.0,WALLET,DL-4219XXXXXX,Major,,False,51.233333333333334,102.0,No Refuel,2025-01-22 14:10:00,False,2026-06-30,Valid,Normal Driving,2360.0
RES-03573,CUST-0377,CAR-005,,Completed,2024-12-27 16:56:00,2025-03-01 16:56:00,2025-04-01 20:05:00,15196.0,15550.0,0.5,2000.0,DISC20,Bengaluru,12.9094,77.598,90.0,,DL-8000XXXXXX,Major,AC performance slightly low,False,747.15,354.0,Refueled,2025-02-18 01:05:00,False,2026-02-28,Valid,Fast Driving,2360.0
RES-02251,CUST-1787,CAR-005,,No_Show,2025-04-21 09:55:00,2025-04-30 09:55:00,2025-04-30 21:55:00,43082.0,43315.0,0.75,2000.0,NEW10,Delhi,12.9348,77.5819,38.0,CASH,DL-4058XXXXXX,,Low fuel warning observed,False,12.0,233.0,Refueled,2025-04-01 20:05:00,False,2026-03-31,Valid,Normal Driving,2360.0
RES-00619,CUST-1405,CAR-005,,Cancelled,2025-09-06 13:34:00,2025-06-15 13:34:00,2025-06-17 15:34:00,50930.0,50989.0,0.75,1500.0,,Delhi,12.9186,77.5946,,CARD,DL-1332XXXXXX,Major,Interior cleaning required,False,50.0,59.0,No Refuel,2025-04-30 21:55:00,False,,Valid,Unknown,1770.0
RES-02801,CUST-1280,CAR-006,unknown,Completed,2025-02-26 01:34:00,2025-01-03 13:08:00,2025-02-28 01:34:00,70387.0,70785.0,,1500.0,SAVE50,Chennai,12.9053,77.6057,90.0,WALLET,DL-1381XXXXXX,Major,Car returned in good condition,False,1332.4333333333334,398.0,No Refuel,,False,2026-06-30,Valid,Fast Driving,1770.0
RES-02632,CUST-0065,CAR-006,unknown,No_Show,2025-03-26 07:21:00,2025-03-28 07:21:00,2025-03-29 12:11:00,40109.0,40118.0,0.5,2000.0,NEW10,Delhi,12.9007,77.6312,136.0,CARD,DL-6757XXXXXX,,,False,28.833333333333332,9.0,No Refuel,2025-01-30 19:08:00,False,2026-03-31,Valid,Speeding,2360.0
RES-02023,CUST-1091,CAR-006,unknown,No_Show,2025-05-04 02:17:00,2025-04-12 02:17:00,2025-12-04 23:17:00,34507.0,34593.0,1.0,1500.0,SAVE50,Delhi,12.8946,77.6178,90.0,CASH,DL-5358XXXXXX,Minor,Vehicle returned late due to traffic,False,5685.0,86.0,No Refuel,2025-03-29 12:11:00,False,2026-06-30,Valid,Fast Driving,1770.0
RES-03304,CUST-1995,CAR-007,Sedan,Cancelled,2025-01-23 05:18:00,2025-01-02 05:18:00,2025-04-02 01:18:00,67631.0,67801.0,0.3,2000.0,DISC20,Chennai,12.9133,77.5998,83.0,UPI,DL-4762XXXXXX,Major,Customer satisfied with ride,False,2156.0,170.0,No Refuel,,False,2026-02-28,Valid,Fast Driving,2360.0
RES-01211,CUST-1365,CAR-007,Sedan,Completed,2025-07-03 05:34:00,2025-03-09 22:34:00,2025-08-03 05:34:00,63548.0,63670.0,0.5,2000.0,SAVE50,,12.9149,77.5746,,UPI,DL-3786XXXXXX,Major,,False,3511.0,122.0,No Refuel,2025-02-26 19:02:00,False,2026-06-30,Valid,Unknown,2360.0
RES-04082,CUST-1822,CAR-007,Sedan,Cancelled,2025-08-05 02:15:00,2025-05-13 01:57:00,2025-11-05 01:57:00,52512.0,52911.0,0.75,1500.0,DISC20,Delhi,12.9372,77.5828,76.0,WALLET,DL-3543XXXXXX,Major,Navigation system malfunction reported,False,4224.0,399.0,Refueled,2025-03-31 20:06:00,False,2026-02-28,Valid,Normal Driving,1770.0
RES-00680,CUST-0521,CAR-008,SUV,No_Show,2025-05-28 04:39:00,2025-01-06 06:11:00,2025-05-30 04:39:00,21842.0,22164.0,0.75,,WELCOME5,Bengaluru,12.9351,77.6133,90.0,UPI,DL-9070XXXXXX,Minor,Interior cleaning required,False,3454.4666666666667,322.0,No Refuel,,False,2026-01-31,Valid,Fast Driving,
RES-02280,CUST-1663,CAR-008,SUV,Completed,2024-12-28 22:19:00,2025-04-01 22:19:00,2025-06-01 08:19:00,56869.0,56950.0,0.75,2000.0,WELCOME5,Mumbai,12.919,77.6368,90.0,UPI,DL-5699XXXXXX,Minor,Interior cleaning required,False,1450.0,81.0,No Refuel,2025-03-15 16:26:00,False,2026-01-31,Valid,Fast Driving,2360.0
RES-01718,CUST-0373,CAR-008,SUV,No_Show,2025-04-19 11:06:00,2025-04-20 05:01:00,2025-04-20 10:01:00,48688.0,48711.0,0.1,1800.0,NEW10,Bengaluru,12.9131,77.6318,127.0,WALLET,DL-6977XXXXXX,Minor,Customer requested early pickup,False,5.0,23.0,No Refuel,2025-04-18 03:08:00,False,2026-03-31,Valid,Speeding,2124.0
RES-00290,CUST-0565,CAR-008,SUV,No_Show,2025-04-15 03:58:00,2025-04-25 03:58:00,2025-04-28 03:58:00,54413.0,54458.0,0.75,2300.0,DISC20,Delhi,12.915,77.6095,27.0,CASH,DL-6068XXXXXX,Major,Interior cleaning required,False,72.0,45.0,Refueled,2025-04-20 10:01:00,False,2026-02-28,Valid,Normal Driving,2714.0
RES-00223,CUST-0078,CAR-008,SUV,No_Show,2025-04-28 15:17:00,2025-04-29 15:17:00,2025-04-30 11:17:00,28429.0,28461.0,0.1,,SAVE50,Mumbai,12.911,77.5928,127.0,,DL-5391XXXXXX,,,False,20.0,32.0,No Refuel,2025-04-28 03:58:00,False,2026-06-30,Valid,Speeding,
RES-03845,CUST-1812,CAR-008,SUV,Completed,2025-06-24 20:36:00,2025-06-28 20:36:00,2025-06-30 08:36:00,14314.0,14498.0,0.5,1840.0,NEW10,Bengaluru,12.9174,77.5741,,CASH,DL-6489XXXXXX,Major,Car returned in good condition,False,36.0,184.0,Refueled,2025-04-30 11:17:00,False,2026-03-31,Valid,Unknown,2171.2
RES-03589,CUST-0078,CAR-009,,Cancelled,2024-12-27 10:24:00,2025-01-01 11:10:00,2025-02-01 10:05:00,63756.0,63996.0,,2000.0,SAVE50,Chennai,12.9047,77.5873,,CARD,DL-5391XXXXXX,,Low fuel warning observed,False,742.9166666666666,240.0,No Refuel,,False,2026-06-30,Valid,Unknown,2360.0
RES-00583,CUST-1500,CAR-009,,Completed,2025-02-16 21:53:00,2025-02-20 21:53:00,2025-02-23 01:05:00,44842.0,44912.0,0.1,1500.0,,Delhi,12.9132,77.6005,33.0,UPI,DL-2808XXXXXX,,Low fuel warning observed,False,51.2,70.0,No Refuel,2025-02-01 10:05:00,False,,Valid,Normal Driving,1770.0
RES-02927,CUST-1258,CAR-009,,Completed,2025-02-16 10:57:00,2025-02-25 10:57:00,2025-02-25 16:57:00,45201.0,45494.0,,2000.0,NEW10,Mumbai,12.902,77.6216,118.0,CARD,DL-3044XXXXXX,Minor,Customer reported minor scratch on door,False,6.0,293.0,No Refuel,2025-02-23 01:05:00,False,2026-03-31,Valid,Speeding,2360.0
RES-00552,CUST-1375,CAR-009,,Completed,2025-04-17 18:49:00,2025-04-24 19:16:00,2025-04-25 04:49:00,14341.0,14397.0,0.25,2300.0,,Delhi,12.9084,77.605,83.0,UPI,DL-9040XXXXXX,Major,Customer satisfied with ride,False,9.55,56.0,No Refuel,2025-02-25 16:57:00,False,,Valid,Fast Driving,2714.0
RES-02010,CUST-0944,CAR-009,,Completed,2025-06-13 12:03:00,2025-06-16 12:03:00,2025-06-18 19:03:00,22634.0,22976.0,,1500.0,NEW10,Bengaluru,12.8963,77.6041,65.0,CARD,DL-5342XXXXXX,Major,Tyre pressure alert during trip,False,55.0,342.0,No Refuel,2025-04-25 04:49:00,False,2026-03-31,Valid,Normal Driving,1770.0
RES-04426,CUST-0843,CAR-009,,Cancelled,2025-06-17 08:52:00,2025-06-27 08:52:00,2025-06-30 04:52:00,79406.0,79479.0,0.25,1500.0,,Chennai,12.8896,77.5848,,,DL-8512XXXXXX,Minor,Navigation system malfunction reported,False,68.0,73.0,No Refuel,2025-06-18 19:03:00,False,,Valid,Unknown,1770.0
RES-00631,CUST-0888,CAR-010,Sedan,No_Show,2024-12-29 18:58:00,2025-01-04 01:58:00,2025-03-01 18:58:00,36712.0,36912.0,0.25,2000.0,NEW10,Mumbai,12.8927,77.5945,133.0,CARD,DL-8530XXXXXX,,,False,1361.0,200.0,No Refuel,,False,2026-03-31,Valid,Speeding,2360.0
RES-03344,CUST-0890,CAR-010,Sedan,Cancelled,2025-03-25 18:58:00,2025-04-02 18:58:00,2025-04-04 11:58:00,32400.0,32516.0,1.0,1500.0,NEW10,Chennai,12.8898,77.5769,,CARD,DL-1695XXXXXX,Major,Customer requested early pickup,False,41.0,116.0,No Refuel,2025-02-23 19:54:00,False,2026-03-31,Valid,Unknown,1770.0
RES-00262,CUST-1302,CAR-010,Sedan,Cancelled,2025-04-18 13:20:00,2025-04-23 13:20:00,2025-04-23 15:20:00,33320.0,33386.0,,1500.0,NEW10,,12.9065,77.5874,90.0,CARD,DL-5974XXXXXX,Minor,Customer reported minor scratch on door,False,2.0,66.0,No Refuel,2025-04-04 11:58:00,False,2026-03-31,Valid,Fast Driving,1770.0
RES-02934,CUST-0689,CAR-010,Sedan,No_Show,2025-04-30 01:32:00,2025-05-05 01:32:00,2025-06-05 05:08:00,40523.0,40564.0,0.25,1500.0,SAVE50,Chennai,12.9023,77.5956,,CASH,DL-9524XXXXXX,Minor,Tyre pressure alert during trip,False,747.6,41.0,No Refuel,2025-04-23 15:20:00,False,2026-06-30,Valid,Unknown,1770.0
RES-03405,CUST-1315,CAR-010,Sedan,Completed,2025-02-05 23:13:00,2025-09-05 19:13:00,2025-09-05 23:01:00,35678.0,35779.0,0.75,2000.0,NEW10,Delhi,12.9163,77.6149,,,DL-3986XXXXXX,,,False,3.8,101.0,No Refuel,2025-05-19 12:00:00,False,2026-03-31,Valid,Unknown,2360.0
RES-01558,CUST-0975,CAR-011,,Cancelled,2024-12-29 22:10:00,2025-01-01 22:06:00,2025-01-01 22:55:00,42477.0,42557.0,0.1,2000.0,DISC20,Delhi,12.8935,77.6318,90.0,UPI,DL-5172XXXXXX,Minor,,False,0.8166666666666667,80.0,No Refuel,,False,2026-02-28,Valid,Fast Driving,2360.0
RES-01799,CUST-0989,CAR-011,,Completed,2025-04-01 06:32:00,2025-01-13 06:32:00,2025-01-14 06:06:00,33808.0,33840.0,0.5,1800.0,WELCOME5,Mumbai,12.8759,77.6195,,CARD,DL-2944XXXXXX,Major,Navigation system malfunction reported,False,23.566666666666666,32.0,No Refuel,2025-01-01 22:55:00,False,2026-01-31,Valid,Unknown,2124.0
RES-01446,CUST-0903,CAR-011,,Cancelled,2025-05-28 06:07:00,2025-02-06 06:07:00,2025-04-06 23:05:00,61794.0,61833.0,0.75,2500.0,NEW10,Mumbai,12.8607,77.6156,,CARD,DL-6806XXXXXX,Major,Low fuel warning observed,False,1432.9666666666667,39.0,Refueled,2025-01-14 06:06:00,False,2026-03-31,Valid,Unknown,2950.0
RES-00196,CUST-1739,CAR-011,,No_Show,2025-04-18 12:10:00,2025-04-21 12:10:00,2025-04-21 14:10:00,32041.0,32221.0,0.5,2000.0,WELCOME5,Mumbai,12.8705,77.6128,90.0,WALLET,DL-4598XXXXXX,,,False,2.0,180.0,Refueled,2025-04-03 12:15:00,False,2026-01-31,Valid,Fast Driving,2360.0
RES-00309,CUST-1483,CAR-011,,No_Show,2025-02-05 15:48:00,2025-05-12 15:48:00,2025-05-15 01:48:00,47606.0,47667.0,0.5,1800.0,DISC20,Mumbai,12.8985,77.616,116.0,CARD,DL-3752XXXXXX,,AC performance slightly low,False,58.0,61.0,Refueled,2025-04-21 14:10:00,False,2026-02-28,Valid,Speeding,2124.0
RES-02232,CUST-0063,CAR-011,,No_Show,2025-02-28 03:48:00,2025-10-03 03:48:00,2025-10-03 19:48:00,35679.0,35739.0,0.3,2000.0,DISC20,Chennai,12.9238,77.6167,84.0,UPI,DL-5797XXXXXX,Major,Interior cleaning required,False,16.0,60.0,No Refuel,2025-05-15 01:48:00,False,2026-02-28,Valid,Fast Driving,2360.0
RES-01326,CUST-1991,CAR-011,,No_Show,2025-01-06 19:40:00,2025-11-01 19:40:00,2025-12-01 04:40:00,53768.0,54109.0,0.1,1500.0,WELCOME5,Bengaluru,12.923,77.5932,90.0,CARD,DL-4569XXXXXX,Major,Vehicle returned late due to traffic,False,705.0,341.0,No Refuel,2025-10-03 19:48:00,False,2026-01-31,Valid,Fast Driving,1770.0
RES-02270,CUST-1309,CAR-012,Hatchback,Cancelled,2025-01-03 17:45:00,2025-01-10 13:45:00,2025-07-01 17:45:00,64681.0,65173.0,,1500.0,,Chennai,12.9101,77.5938,90.0,UPI,DL-6700XXXXXX,Major,Interior cleaning required,False,4132.0,492.0,No Refuel,,False,,Valid,Fast Driving,1770.0
RES-03503,CUST-1611,CAR-012,Hatchback,Completed,2025-03-20 05:11:00,2025-03-28 05:11:00,2025-03-30 11:11:00,43452.0,43767.0,0.5,2000.0,SAVE50,,12.8863,77.5891,125.0,CARD,DL-9790XXXXXX,,Low fuel warning observed,False,54.0,315.0,No Refuel,2025-01-17 05:42:00,False,2026-06-30,Valid,Speeding,2360.0
RES-02104,CUST-0880,CAR-012,Hatchback,No_Show,2025-07-04 05:32:00,2025-04-14 15:16:00,2025-12-04 05:32:00,45052.0,45168.0,0.5,2000.0,DISC20,Delhi,12.8965,77.5946,,WALLET,DL-8748XXXXXX,Major,AC performance slightly low,False,5606.266666666666,116.0,No Refuel,2025-03-30 11:11:00,False,2026-02-28,Valid,Unknown,2360.0
RES-02367,CUST-1450,CAR-012,Hatchback,Completed,2025-09-05 05:09:00,2025-05-13 00:09:00,2025-11-05 05:09:00,71700.0,72010.0,,2300.0,WELCOME5,Bengaluru,12.9111,77.5889,90.0,CARD,DL-8657XXXXXX,Minor,Tyre pressure alert during trip,False,4229.0,310.0,No Refuel,2025-04-24 14:40:00,False,2026-01-31,Valid,Fast Driving,2714.0
RES-03950,CUST-1039,CAR-012,Hatchback,Cancelled,2025-11-06 19:24:00,2025-06-13 20:10:00,2025-06-14 12:24:00,74051.0,74124.0,,1500.0,NEW10,Mumbai,12.919,77.5782,,WALLET,DL-2364XXXXXX,,Navigation system malfunction reported,False,16.233333333333334,73.0,No Refuel,2025-05-18 13:06:00,False,2026-03-31,Valid,Unknown,1770.0
RES-00019,CUST-0030,CAR-012,Hatchback,Cancelled,2025-06-18 11:07:00,2025-06-25 12:08:00,2025-06-27 21:07:00,45872.0,46360.0,,1800.0,DISC20,,12.9218,77.577,90.0,,DL-4538XXXXXX,Major,,False,56.983333333333334,488.0,No Refuel,2025-06-14 12:24:00,False,2026-02-28,Valid,Fast Driving,2124.0
RES-04160,CUST-1669,CAR-012,Hatchback,Completed,2025-05-30 16:26:00,2025-09-06 17:19:00,2025-09-06 19:12:00,17986.0,18456.0,1.0,1840.0,,Mumbai,12.9206,77.5975,,CARD,DL-1596XXXXXX,Minor,Low fuel warning observed,False,1.8833333333333333,470.0,No Refuel,2025-06-27 21:07:00,False,,Valid,Unknown,2171.2
RES-01455,CUST-1137,CAR-012,Hatchback,No_Show,2025-05-03 07:59:00,2025-11-03 07:59:00,2025-11-03 23:59:00,38845.0,39070.0,0.75,1840.0,NEW10,Bengaluru,12.9333,77.5937,82.0,CARD,DL-9527XXXXXX,Major,Customer reported minor scratch on door,False,16.0,225.0,Refueled,2025-09-06 19:12:00,False,2026-03-31,Valid,Fast Driving,2171.2
RES-03804,CUST-0336,CAR-013,SUV,Cancelled,2025-06-29 20:14:00,2025-01-07 14:14:00,2025-06-30 20:14:00,42315.0,42367.0,0.25,2000.0,,Delhi,12.9362,77.5971,90.0,WALLET,DL-3285XXXXXX,,Customer satisfied with ride,False,4182.0,52.0,No Refuel,,False,,Valid,Fast Driving,2360.0
RES-01690,CUST-1925,CAR-013,SUV,No_Show,2025-02-21 07:44:00,2025-02-25 07:44:00,2025-02-26 08:44:00,25504.0,25993.0,,2300.0,NEW10,Chennai,12.9108,77.5828,57.0,CARD,DL-5942XXXXXX,,Interior cleaning required,False,25.0,489.0,No Refuel,2025-01-28 20:06:00,False,2026-03-31,Valid,Normal Driving,2714.0
RES-00420,CUST-1279,CAR-013,SUV,Cancelled,2025-02-25 14:05:00,2025-03-05 13:31:00,2025-08-03 08:31:00,43465.0,43929.0,0.75,2000.0,,Bengaluru,12.9121,77.6057,91.0,UPI,DL-9158XXXXXX,Minor,,False,3619.0,464.0,Refueled,2025-02-26 08:44:00,False,,Valid,Fast Driving,2360.0
RES-02910,CUST-1697,CAR-013,SUV,No_Show,2025-06-06 20:37:00,2025-06-13 20:37:00,2025-06-14 05:02:00,31649.0,31969.0,,1840.0,SAVE50,Bengaluru,12.8899,77.596,90.0,,DL-8466XXXXXX,Minor,,False,8.416666666666666,320.0,No Refuel,2025-03-17 12:17:00,False,2026-06-30,Valid,Fast Driving,2171.2
RES-00888,CUST-1931,CAR-014,Sedan,No_Show,2025-01-15 02:14:00,2025-01-24 02:14:00,2025-01-24 08:14:00,14156.0,14185.0,0.75,2000.0,WELCOME5,Mumbai,12.9087,77.5971,119.0,CARD,DL-2408XXXXXX,Minor,Low fuel warning observed,False,6.0,29.0,No Refuel,,False,2026-01-31,Valid,Speeding,2360.0
RES-00723,CUST-0375,CAR-014,Sedan,No_Show,2025-09-02 23:27:00,2025-02-15 23:27:00,2025-02-17 19:27:00,71416.0,71453.0,0.75,1500.0,NEW10,Delhi,12.8945,77.5995,94.0,UPI,DL-6199XXXXXX,Minor,Tyre pressure alert during trip,False,44.0,37.0,Refueled,2025-01-24 08:14:00,False,2026-03-31,Valid,Fast Driving,1770.0
RES-02186,CUST-0398,CAR-014,Sedan,Completed,2025-02-17 11:00:00,2025-02-22 11:08:00,2025-02-25 01:17:00,48856.0,49210.0,0.3,1500.0,NEW10,Chennai,12.8958,77.6123,117.0,WALLET,DL-8083XXXXXX,,,False,62.15,354.0,No Refuel,2025-02-17 19:27:00,False,2026-03-31,Valid,Speeding,1770.0
RES-03418,CUST-1543,CAR-014,Sedan,Cancelled,2025-09-03 11:19:00,2025-03-13 13:16:00,2025-12-03 11:19:00,48139.0,48332.0,0.5,2300.0,NEW10,Bengaluru,12.9013,77.6139,63.0,CARD,DL-9641XXXXXX,,Car returned in good condition,False,6358.05,193.0,Refueled,2025-02-25 01:17:00,False,2026-03-31,Valid,Normal Driving,2714.0
RES-01046,CUST-0588,CAR-014,Sedan,Completed,2025-06-21 08:35:00,2025-06-22 06:35:00,2025-06-22 08:35:00,72581.0,72866.0,0.5,1500.0,DISC20,Delhi,12.9051,77.5998,62.0,,DL-1822XXXXXX,,Navigation system malfunction reported,False,2.0,285.0,No Refuel,2025-04-04 12:54:00,False,2026-02-28,Valid,Normal Driving,1770.0
RES-02226,CUST-0986,CAR-014,Sedan,Completed,2025-06-23 15:50:00,2025-06-25 15:50:00,2025-06-27 15:50:00,28396.0,28793.0,0.3,2300.0,SAVE50,Chennai,12.9087,77.5922,107.0,UPI,DL-3009XXXXXX,,Customer reported minor scratch on door,False,48.0,397.0,No Refuel,2025-06-22 08:35:00,False,2026-06-30,Valid,Speeding,2714.0
RES-03631,CUST-0058,CAR-015,Hatchback,Completed,2024-12-28 18:54:00,2025-01-01 18:54:00,2025-01-02 16:54:00,78860.0,79196.0,0.75,1500.0,WELCOME5,Bengaluru,12.8973,77.5831,,UPI,DL-2525XXXXXX,Minor,,False,22.0,336.0,No Refuel,,False,2026-01-31,Valid,Unknown,1770.0
RES-03160,CUST-1101,CAR-015,Hatchback,Completed,2025-05-25 04:38:00,2025-01-06 00:38:00,2025-05-31 05:03:00,67098.0,67423.0,,2300.0,NEW10,Bengaluru,12.8928,77.5742,104.0,CASH,DL-3449XXXXXX,,AC performance slightly low,False,3484.4166666666665,325.0,No Refuel,2025-01-02 16:54:00,False,2026-03-31,Valid,Speeding,2714.0
RES-01263,CUST-0393,CAR-015,Hatchback,Cancelled,2024-12-26 22:53:00,2025-03-01 22:53:00,2025-05-01 01:53:00,44077.0,44110.0,,1500.0,SAVE50,Bengaluru,12.9013,77.5694,,,DL-2535XXXXXX,Minor,Navigation system malfunction reported,False,1443.0,33.0,No Refuel,2025-01-28 00:29:00,False,2026-06-30,Valid,Unknown,1770.0
RES-01300,CUST-0623,CAR-015,Hatchback,No_Show,2025-03-22 05:17:00,2025-03-28 05:17:00,2025-03-29 04:14:00,21200.0,21322.0,0.3,1800.0,SAVE50,Bengaluru,12.9109,77.5683,,CARD,DL-8906XXXXXX,Minor,Tyre pressure alert during trip,False,22.95,122.0,No Refuel,2025-03-15 15:03:00,False,2026-06-30,Valid,Unknown,2124.0
