Reservation_ID,Customer_ID,Vehicle_ID,Vehicle_Class,Booking_Status,Booking_TS,Pickup_TS,Return_TS,Odo_Start,Odo_End,Fuel_Level,Rate,Promo_Code,City,GPS_Lat,GPS_Lon,Speed,Payment,Driver_License,Damage_Flag,Notes,Vehicle_ID_Invalid,Duration_Hours,Distance_Driven,Refuel_Event,Prev_Return,Overlap_Flag,Promo_Expiry,Promo_Status,Driver_Behavior,Total_Amount
RES-01727,CUST-0544,CAR-003,Hatchback,No_Show,2024-12-30 03:16:00.000000,2025-08-01 03:01:00.000000,2025-09-01 22:58:00.000000,29649.0,30135.0,0.25,1800.0,NEW10,Chennai,13.1015,80.2714,21.0,CARD,DL-5405XXXXXX,None,AC performance slightly low,False,763.95,486.0,No Refuel,2025-06-19 05:54:00,False,2026-03-31,Valid,Normal Driving,2124.0
RES-00880,CUST-1173,CAR-005,SUV,No_Show,2025-01-13 11:00:00.000000,2025-01-14 11:00:00.000000,2025-01-16 09:19:00.000000,48251.0,48347.0,0.75,1800.0,NEW10,Delhi,28.5971,77.1956,29.0,CARD,DL-5903XXXXXX,Major,No Notes,False,46.32,96.0,No Refuel,,False,,Invalid,Normal Driving,2124.0
RES-04410,CUST-0570,CAR-005,SUV,Completed,2025-02-13 00:31:00.000000,2025-02-14 01:19:00.000000,2025-02-14 10:18:00.000000,61456.0,61863.0,0.5,1800.0,WELCOME5,Chennai,13.08,80.2844,45.0,CASH,DL-1381XXXXXX,Major,AC performance slightly low,False,8.98,407.0,No Refuel,2025-01-16 09:19:00,False,2026-01-31,Valid,Normal Driving,2124.0
RES-02002,CUST-0705,CAR-005,SUV,Completed,2025-02-21 06:58:00.000000,2025-02-22 06:58:00.000000,2025-02-24 01:58:00.000000,13088.0,13518.0,1.0,2300.0,NEW10,Mumbai,19.056,72.864,61.0,WALLET,DL-9852XXXXXX,Major,Low fuel warning observed,False,43.0,430.0,No Refuel,2025-02-14 10:18:00,False,2026-03-31,Valid,Normal Driving,2714.0
RES-02263,CUST-0271,CAR-005,SUV,Cancelled,2025-02-25 21:47:00.000000,2025-03-03 21:47:00.000000,2025-06-03 21:02:00.000000,29372.0,29372.0,0.5,2000.0,NEW10,Mumbai,19.0672,72.8738,90.0,CARD,DL-6830XXXXXX,Major,Vehicle returned late due to traffic,False,2207.25,0.0,Refueled,2025-02-24 01:58:00,False,,Invalid,Fast Driving,0.0
RES-04457,CUST-0520,CAR-005,SUV,No_Show,2025-03-22 21:30:00.000000,2025-03-23 21:30:00.000000,2025-03-25 01:30:00.000000,31387.0,31393.0,0.25,1500.0,NEW10,Delhi,28.6078,77.208,90.0,UPI,DL-4605XXXXXX,Minor,No Notes,False,28.0,6.0,No Refuel,2025-06-03 21:02:00,True,,Invalid,Unknown,1770.0
RES-01987,CUST-1784,CAR-005,SUV,No_Show,2025-01-31 10:20:00.000000,2025-04-02 11:14:00.000000,2025-06-02 15:20:00.000000,13389.0,13404.0,0.5,1500.0,NEW10,Chennai,13.0745,80.2742,90.0,CARD,DL-5196XXXXXX,Major,No Notes,False,1468.1,15.0,No Refuel,2025-03-25 01:30:00,False,2026-03-31,Valid,Unknown,1770.0
RES-03348,CUST-1032,CAR-005,SUV,Cancelled,2025-05-05 04:14:00.000000,2025-05-09 04:14:00.000000,2025-11-05 19:14:00.000000,41730.0,41730.0,1.0,2000.0,NEW10,Delhi,28.6175,77.2161,87.0,CARD,DL-5728XXXXXX,Major,Low fuel warning observed,False,4335.0,0.0,Refueled,2025-06-02 15:20:00,True,,Invalid,Fast Driving,0.0
RES-04421,CUST-1064,CAR-005,SUV,Completed,2025-05-18 20:52:00.000000,2025-05-19 20:52:00.000000,2025-05-20 17:52:00.000000,23203.0,23281.0,0.1,1500.0,DISC20,Chennai,13.0786,80.2833,103.0,UPI,DL-7425XXXXXX,Minor,Tyre pressure alert during trip,False,21.0,78.0,No Refuel,2025-11-05 19:14:00,True,2026-02-28,Valid,Speeding,1770.0
RES-01860,CUST-1501,CAR-005,SUV,Completed,2025-06-23 18:21:00.000000,2025-06-29 14:03:00.000000,2025-06-29 18:21:00.000000,16015.0,16060.0,0.5,1500.0,WELCOME5,Delhi,28.6282,77.2122,90.0,CARD,DL-7260XXXXXX,Major,No Notes,False,4.3,45.0,No Refuel,2025-05-20 17:52:00,False,2026-01-31,Valid,Unknown,1770.0
RES-01223,CUST-0373,CAR-005,SUV,Cancelled,2025-02-02 14:07:00.000000,2025-07-02 14:07:00.000000,2025-08-02 09:07:00.000000,18880.0,18880.0,0.3,1835.27,SAVE50,Delhi,28.595,77.1937,97.0,CARD,DL-3219XXXXXX,Major,Low fuel warning observed,False,739.0,0.0,No Refuel,2025-06-29 18:21:00,False,2026-06-30,Valid,Fast Driving,0.0
RES-01682,CUST-1203,CAR-005,SUV,Cancelled,2025-03-01 02:39:00.000000,2025-11-01 02:39:00.000000,2025-12-01 22:11:00.000000,28593.0,28593.0,0.1,2000.0,DISC20,Bengaluru,12.9588,77.5716,57.0,UPI,DL-8324XXXXXX,Minor,No Notes,False,739.53,0.0,No Refuel,2025-08-02 09:07:00,False,2026-02-28,Valid,Normal Driving,0.0
RES-01163,CUST-0922,CAR-006,Luxury,No_Show,2025-01-25 09:09:00.000000,2025-02-02 09:12:00.000000,2025-04-02 20:25:00.000000,38337.0,38387.0,0.75,1800.0,WELCOME5,Bengaluru,12.9949,77.5749,90.0,CARD,DL-9110XXXXXX,None,Car returned in good condition,False,1427.22,50.0,No Refuel,,False,2026-01-31,Valid,Unknown,2124.0
RES-03934,CUST-0077,CAR-006,Luxury,Completed,2025-06-12 22:13:00.000000,2025-06-13 22:13:00.000000,2025-06-16 19:10:00.000000,69738.0,70002.0,0.75,2300.0,NEW10,Bengaluru,12.9838,77.5968,47.0,CASH,DL-3126XXXXXX,Major,Tyre pressure alert during trip,False,68.95,264.0,No Refuel,2025-04-02 20:25:00,False,2026-03-31,Valid,Normal Driving,2714.0
RES-02103,CUST-0049,CAR-006,Luxury,Cancelled,2025-06-18 15:41:00.000000,2025-06-22 13:02:00.000000,2025-06-22 15:41:00.000000,70254.0,70254.0,0.51,1500.0,WELCOME5,Delhi,28.6197,77.2037,65.0,CARD,DL-2080XXXXXX,Minor,Navigation system malfunction reported,False,2.65,0.0,No Refuel,2025-06-16 19:10:00,False,2026-01-31,Valid,Normal Driving,0.0
RES-01544,CUST-1205,CAR-006,Luxury,Completed,2025-01-29 20:27:00.000000,2025-08-02 20:27:00.000000,2025-11-02 09:27:00.000000,61147.0,61544.0,0.75,1500.0,NEW10,Chennai,13.1023,80.2788,107.0,CARD,DL-1795XXXXXX,None,Navigation system malfunction reported,False,2197.0,397.0,No Refuel,2025-06-22 15:41:00,False,,Invalid,Speeding,1770.0
RES-01021,CUST-0191,CAR-006,Luxury,No_Show,2025-05-01 23:38:00.000000,2025-10-01 23:38:00.000000,2025-11-01 06:38:00.000000,79142.0,79379.0,0.75,1500.0,NEW10,Chennai,13.0855,80.2737,90.0,WALLET,DL-2519XXXXXX,Major,Tyre pressure alert during trip,False,727.0,237.0,No Refuel,2025-11-02 09:27:00,True,,Invalid,Fast Driving,1770.0
RES-03653,CUST-0966,CAR-007,Toyota,Completed,2025-03-18 13:34:00.000000,2025-03-19 13:34:00.000000,2025-03-20 08:34:00.000000,66070.0,66201.0,0.51,1500.0,WELCOME5,Delhi,28.6147,77.2255,90.0,UPI,DL-5795XXXXXX,Major,Tyre pressure alert during trip,False,19.0,131.0,No Refuel,,False,2026-01-31,Valid,Fast Driving,1770.0
RES-01179,CUST-0839,CAR-007,Toyota,Cancelled,2025-04-12 08:42:00.000000,2025-04-13 08:42:00.000000,2025-04-14 13:42:00.000000,38007.0,38007.0,0.5,2000.0,WELCOME5,Mumbai,19.0616,72.8536,83.0,CASH,DL-8723XXXXXX,Minor,Customer satisfied with ride,False,29.0,0.0,No Refuel,2025-03-20 08:34:00,False,2026-01-31,Valid,Fast Driving,0.0
RES-01590,CUST-0774,CAR-007,Toyota,Completed,2025-03-06 11:29:00.000000,2025-05-06 11:29:00.000000,2025-06-07 04:29:00.000000,58676.0,59121.0,1.0,1500.0,NEW10,Mumbai,19.0454,72.8638,90.0,CARD,DL-1299XXXXXX,None,Customer satisfied with ride,False,761.0,445.0,No Refuel,2025-04-14 13:42:00,False,2026-03-31,Valid,Fast Driving,1770.0
RES-04478,CUST-1501,CAR-007,Toyota,Cancelled,2025-05-22 10:19:00.000000,2025-05-30 11:08:00.000000,2025-05-31 21:19:00.000000,51352.0,51352.0,1.0,1500.0,WELCOME5,Mumbai,19.0395,72.8523,90.0,CARD,DL-7260XXXXXX,Minor,Customer reported minor scratch on door,False,34.18,0.0,Refueled,2025-06-07 04:29:00,True,2026-01-31,Valid,Fast Driving,0.0
RES-00084,CUST-0156,CAR-008,Hatchback,Completed,2025-01-16 23:00:00.000000,2025-01-24 22:35:00.000000,2025-01-26 05:35:00.000000,68302.0,68538.0,0.25,1500.0,WELCOME5,Bengaluru,12.9918,77.5967,90.0,CASH,DL-3523XXXXXX,Minor,Car returned in good condition,False,31.0,236.0,No Refuel,,False,2026-01-31,Valid,Unknown,1770.0
RES-03683,CUST-0830,CAR-008,Hatchback,Completed,2025-01-25 03:44:00.000000,2025-01-26 00:44:00.000000,2025-01-26 03:44:00.000000,28290.0,28387.0,0.5,1800.0,WELCOME5,Bengaluru,12.9911,77.583,92.0,CASH,DL-8423XXXXXX,Major,No Notes,False,3.0,97.0,Refueled,2025-01-26 05:35:00,True,2026-01-31,Valid,Fast Driving,2124.0
RES-02096,CUST-0739,CAR-008,Hatchback,Cancelled,2025-02-13 01:44:00.000000,2025-02-18 01:44:00.000000,2025-02-18 08:44:00.000000,18406.0,18406.0,0.3,2000.0,WELCOME5,Chennai,13.0964,80.2535,90.0,CARD,DL-1743XXXXXX,None,AC performance slightly low,False,7.0,0.0,No Refuel,2025-01-26 03:44:00,False,2026-01-31,Valid,Unknown,0.0
RES-01368,CUST-0872,CAR-008,Hatchback,No_Show,2025-02-21 05:09:00.000000,2025-02-24 06:06:00.000000,2025-02-26 04:09:00.000000,45201.0,45357.0,0.3,1800.0,NEW10,Mumbai,19.0512,72.8754,23.0,WALLET,DL-5286XXXXXX,Minor,Interior cleaning required,False,46.05,156.0,No Refuel,2025-02-18 08:44:00,False,,Invalid,Normal Driving,2124.0
RES-02500,CUST-0212,CAR-008,Hatchback,No_Show,2025-03-20 23:29:00.000000,2025-03-22 23:29:00.000000,2025-03-23 18:29:00.000000,66046.0,66139.0,0.51,1500.0,NEW10,Delhi,28.6237,77.2285,90.0,WALLET,DL-6891XXXXXX,Major,Low fuel warning observed,False,19.0,93.0,No Refuel,2025-02-26 04:09:00,False,,Invalid,Fast Driving,1770.0
RES-00457,CUST-1682,CAR-008,Hatchback,No_Show,2025-03-23 07:19:00.000000,2025-03-27 07:19:00.000000,2025-03-28 01:19:00.000000,12643.0,12734.0,0.51,1500.0,NEW10,Delhi,28.6053,77.2226,116.0,CASH,DL-5898XXXXXX,None,Interior cleaning required,False,18.0,91.0,No Refuel,2025-03-23 18:29:00,False,,Invalid,Speeding,1770.0
RES-02888,CUST-0877,CAR-008,Hatchback,Completed,2025-02-03 09:57:00.000000,2025-06-03 09:57:00.000000,2025-07-03 22:57:00.000000,14977.0,15250.0,0.75,2000.0,NEW10,Bengaluru,12.9642,77.6077,118.0,CASH,DL-6458XXXXXX,Minor,Navigation system malfunction reported,False,733.0,273.0,No Refuel,2025-03-28 01:19:00,False,,Invalid,Speeding,2360.0
RES-03248,CUST-1266,CAR-008,Hatchback,Cancelled,2025-06-16 21:45:00.000000,2025-06-17 21:45:00.000000,2025-06-20 20:45:00.000000,75353.0,75353.0,0.25,2300.0,SAVE50,Mumbai,19.0743,72.8646,79.0,CARD,DL-3015XXXXXX,None,Customer requested early pickup,False,71.0,0.0,No Refuel,2025-07-03 22:57:00,True,2026-06-30,Valid,Normal Driving,0.0
RES-03814,CUST-1888,CAR-008,Hatchback,Cancelled,2025-03-31 06:10:00.000000,2025-08-04 06:10:00.000000,2025-08-04 07:10:00.000000,24345.0,24345.0,0.25,1835.27,WELCOME5,Mumbai,19.065,72.85,112.0,CASH,DL-3326XXXXXX,Minor,Car returned in good condition,False,1.0,0.0,No Refuel,2025-06-20 20:45:00,False,2026-01-31,Valid,Speeding,0.0
RES-02068,CUST-1015,CAR-008,Hatchback,No_Show,2025-10-03 18:00:00.000000,2025-12-03 18:00:00.000000,2025-12-03 19:00:00.000000,34123.0,34310.0,0.5,1500.0,NEW10,Mumbai,19.0393,72.8601,90.0,CASH,DL-4895XXXXXX,None,Tyre pressure alert during trip,False,1.0,187.0,No Refuel,2025-08-04 07:10:00,False,2026-03-31,Valid,Fast Driving,1770.0
RES-01296,CUST-1321,CAR-009,Creta,No_Show,2025-01-23 16:34:00.000000,2025-01-25 16:34:00.000000,2025-01-25 21:34:00.000000,51998.0,52483.0,0.51,2000.0,DISC20,Delhi,28.633,77.2221,26.0,UPI,DL-7920XXXXXX,None,Customer requested early pickup,False,5.0,485.0,No Refuel,,False,2026-02-28,Valid,Normal Driving,2360.0
RES-03538,CUST-1941,CAR-009,Creta,Completed,2025-02-03 04:19:00.000000,2025-02-04 04:19:00.000000,2025-03-30 11:19:00.000000,35107.0,35423.0,0.1,2500.0,DISC20,Mumbai,19.0408,72.8696,65.0,CARD,DL-4614XXXXXX,None,Customer requested early pickup,False,1303.0,316.0,No Refuel,2025-01-25 21:34:00,False,2026-02-28,Valid,Normal Driving,2950.0
RES-04344,CUST-1539,CAR-009,Creta,No_Show,2025-02-14 06:28:00.000000,2025-02-15 06:28:00.000000,2025-02-16 04:28:00.000000,12901.0,12905.0,0.1,1835.27,SAVE50,Mumbai,19.0629,72.8815,90.0,CASH,DL-9262XXXXXX,Major,Car returned in good condition,False,22.0,4.0,No Refuel,2025-03-30 11:19:00,True,2026-06-30,Valid,Unknown,1393.02
RES-00403,CUST-1681,CAR-009,Creta,No_Show,2025-05-18 10:53:00.000000,2025-05-25 10:53:00.000000,2025-05-27 11:53:00.000000,44184.0,44651.0,1.0,1500.0,NEW10,Delhi,28.6325,77.2137,80.0,CARD,DL-8009XXXXXX,Minor,Car returned in good condition,False,49.0,467.0,Refueled,2025-02-16 04:28:00,False,,Invalid,Normal Driving,1770.0
RES-00498,CUST-1132,CAR-009,Creta,No_Show,2025-06-15 15:52:00.000000,2025-06-24 15:52:00.000000,2025-06-24 16:52:00.000000,11682.0,12045.0,0.3,2300.0,NEW10,Chennai,13.0735,80.2645,99.0,CARD,DL-6561XXXXXX,None,Low fuel warning observed,False,1.0,363.0,No Refuel,2025-05-27 11:53:00,False,,Invalid,Fast Driving,2714.0
RES-02903,CUST-1303,CAR-009,Creta,Completed,2025-05-01 00:40:00.000000,2025-08-01 00:40:00.000000,2025-09-01 19:40:00.000000,53744.0,54044.0,1.0,1500.0,NEW10,Mumbai,19.0437,72.8642,90.0,CASH,DL-3634XXXXXX,Minor,No Notes,False,763.0,300.0,No Refuel,2025-06-24 16:52:00,False,2026-03-31,Valid,Unknown,1770.0
RES-02375,CUST-0328,CAR-010,Sedan,Cancelled,2025-01-05 18:55:00.000000,2025-01-06 18:55:00.000000,2025-04-01 08:55:00.000000,32490.0,32490.0,0.5,2000.0,WELCOME5,Mumbai,19.0484,72.8522,90.0,UPI,DL-3101XXXXXX,None,Vehicle returned late due to traffic,False,2030.0,0.0,No Refuel,,False,2026-01-31,Valid,Fast Driving,0.0
RES-02091,CUST-0310,CAR-010,Sedan,Completed,2025-02-02 23:28:00.000000,2025-02-03 23:28:00.000000,2025-03-04 13:28:00.000000,51859.0,52188.0,0.75,1840.0,SAVE50,Delhi,28.6015,77.2129,20.0,CARD,DL-7627XXXXXX,None,Vehicle returned late due to traffic,False,686.0,329.0,Refueled,2025-04-01 08:55:00,True,2026-06-30,Valid,Normal Driving,2171.2
RES-00962,CUST-0614,CAR-010,Sedan,Completed,2025-02-05 20:29:00.000000,2025-02-06 20:29:00.000000,2025-06-02 23:29:00.000000,11555.0,11908.0,0.75,1500.0,WELCOME5,Delhi,28.6297,77.192,119.0,WALLET,DL-8050XXXXXX,Major,No Notes,False,2787.0,353.0,No Refuel,2025-03-04 13:28:00,True,2026-01-31,Valid,Speeding,1770.0
RES-00339,CUST-1270,CAR-010,Sedan,Completed,2025-04-19 19:25:00.000000,2025-04-20 19:25:00.000000,2025-04-23 16:25:00.000000,15111.0,15127.0,0.51,1500.0,DISC20,Mumbai,19.0522,72.865,48.0,CARD,DL-7942XXXXXX,Major,Low fuel warning observed,False,69.0,16.0,No Refuel,2025-06-02 23:29:00,True,2026-02-28,Valid,Normal Driving,1770.0
RES-01889,CUST-1361,CAR-010,Sedan,Cancelled,2025-04-14 21:09:00.000000,2025-04-23 21:09:00.000000,2025-04-24 06:09:00.000000,59819.0,59819.0,0.1,1500.0,SAVE50,Bengaluru,12.965,77.5997,60.0,UPI,DL-6181XXXXXX,Minor,Customer satisfied with ride,False,9.0,0.0,No Refuel,2025-04-23 16:25:00,False,2026-06-30,Valid,Normal Driving,0.0
RES-03776,CUST-0430,CAR-010,Sedan,No_Show,2025-04-21 13:04:00.000000,2025-04-25 13:04:00.000000,2025-04-28 09:04:00.000000,65131.0,65624.0,0.25,1835.27,NEW10,Delhi,28.6212,77.2261,27.0,CARD,DL-2967XXXXXX,Minor,No Notes,False,68.0,493.0,Refueled,2025-04-24 06:09:00,False,2026-03-31,Valid,Normal Driving,1393.02
RES-04387,CUST-0081,CAR-010,Sedan,Completed,2025-04-20 13:48:00.000000,2025-04-27 12:48:00.000000,2025-04-27 14:14:00.000000,34051.0,34468.0,0.25,1500.0,SAVE50,Delhi,28.6212,77.2204,129.0,CASH,DL-3155XXXXXX,Minor,AC performance slightly low,False,1.43,417.0,No Refuel,2025-04-28 09:04:00,True,2026-06-30,Valid,Speeding,1770.0
RES-03243,CUST-1164,CAR-010,Sedan,Cancelled,2025-05-28 04:01:00.000000,2025-06-04 04:01:00.000000,2025-06-05 12:01:00.000000,46923.0,46923.0,0.5,1835.27,DISC20,Delhi,28.6179,77.2217,124.0,UPI,DL-2242XXXXXX,Major,Car returned in good condition,False,32.0,0.0,Refueled,2025-04-27 14:14:00,False,2026-02-28,Valid,Speeding,0.0
